n,p,k,ph,humidity,temperature,pump,total_nutrients,temp_ph_interaction,yield_ton_ha,irrigation_volume_l_m2,fertilizer_kg_ha,humidity_range,ph_range,temperature_range,source
0,1,1,6.38,93.1,16.1,0,2,103.01,0.461,0.425,23.2,excesso,ideal,baixa,synthetic_agronomic_soy
1,0,0,7.09,17.6,37.6,0,1,266.52,0.234,11.893,82.68,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,0,5.8,73.6,17.5,0,1,101.57,1.358,0.345,69.59,adequada,acido,baixa,synthetic_agronomic_soy
0,0,1,5.63,76.8,24.8,0,1,139.33,2.368,0.0,90.4,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,7.14,20.4,41.5,0,2,296.62,0.122,12.721,45.89,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,1,5.55,28.7,14.9,0,3,82.73,0.0,4.793,18.52,critica,acido,baixa,synthetic_agronomic_soy
0,0,0,7.26,45.7,37.2,0,0,270.12,0.269,6.681,111.0,baixa,alcalino,estresse,synthetic_agronomic_soy
1,0,1,5.33,84.5,26.8,0,2,143.11,1.087,0.29,52.2,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,5.88,58.0,15.3,0,1,90.11,0.707,1.991,69.0,adequada,acido,baixa,synthetic_agronomic_soy
1,0,1,6.0,67.4,40.6,0,2,243.58,0.969,3.727,39.47,adequada,acido,estresse,synthetic_agronomic_soy
1,1,0,5.7,77.6,28.5,0,2,162.28,2.774,0.333,46.33,excesso,acido,ideal,synthetic_agronomic_soy
0,1,0,4.81,81.2,38.4,0,1,184.8,0.066,3.594,101.56,excesso,acido,estresse,synthetic_agronomic_soy
1,1,1,5.51,53.1,38.1,1,3,209.65,1.323,4.08,21.19,baixa,acido,estresse,synthetic_agronomic_soy
1,0,0,5.81,55.7,12.4,1,1,72.31,0.202,1.803,70.9,adequada,acido,baixa,synthetic_agronomic_soy
0,1,0,5.74,72.4,19.9,0,1,114.5,1.588,0.0,75.75,adequada,acido,ideal,synthetic_agronomic_soy
1,0,1,7.16,36.1,22.1,0,2,158.22,0.385,4.322,56.5,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,1,4.94,83.4,28.0,0,2,138.61,0.145,0.928,63.04,excesso,acido,ideal,synthetic_agronomic_soy
1,1,1,5.97,16.7,14.2,0,3,84.47,0.0,5.799,8.01,critica,acido,baixa,synthetic_agronomic_soy
0,0,1,4.91,30.7,23.7,1,1,116.28,0.361,4.239,94.85,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,7.59,79.0,36.4,1,2,276.64,0.697,1.232,57.3,excesso,alcalino,estresse,synthetic_agronomic_soy
1,1,1,7.17,42.2,17.2,1,3,123.3,0.393,2.361,18.83,baixa,alcalino,baixa,synthetic_agronomic_soy
0,0,1,7.75,27.0,33.0,0,1,255.93,0.101,8.095,93.75,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,1,7.53,29.9,25.8,0,2,194.36,0.486,4.888,51.72,critica,alcalino,ideal,synthetic_agronomic_soy
0,1,1,5.75,57.5,14.1,0,2,81.16,0.123,1.297,46.77,adequada,acido,baixa,synthetic_agronomic_soy
0,0,1,6.87,82.7,17.3,0,1,119.08,1.279,0.0,72.58,excesso,alcalino,baixa,synthetic_agronomic_soy
0,0,1,5.72,20.7,16.2,0,1,92.84,0.306,6.226,79.48,critica,acido,baixa,synthetic_agronomic_soy
0,0,1,7.46,17.4,30.6,1,1,228.35,0.249,6.634,81.74,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,1,6.03,52.2,14.6,0,3,88.19,1.149,2.079,14.94,baixa,ideal,baixa,synthetic_agronomic_soy
1,1,0,5.93,91.5,36.7,0,2,217.49,0.011,2.511,37.84,excesso,acido,estresse,synthetic_agronomic_soy
1,1,0,7.54,37.3,36.2,0,2,273.03,0.169,8.474,52.66,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,0,7.31,91.7,14.4,0,2,105.28,0.479,0.0,56.79,excesso,alcalino,baixa,synthetic_agronomic_soy
0,0,0,7.7,86.0,38.6,0,0,297.54,0.106,3.106,134.85,excesso,alcalino,estresse,synthetic_agronomic_soy
0,1,0,5.0,37.7,40.8,0,1,203.85,0.227,9.264,96.44,critica,acido,estresse,synthetic_agronomic_soy
0,0,0,5.53,80.4,13.3,0,0,73.57,0.543,0.0,109.42,excesso,acido,baixa,synthetic_agronomic_soy
0,1,1,5.7,69.9,40.5,0,2,231.01,0.71,2.983,48.34,adequada,acido,estresse,synthetic_agronomic_soy
0,1,0,6.07,55.9,20.4,1,1,123.79,2.116,1.218,59.15,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,1,6.22,48.8,31.9,0,2,198.67,2.793,4.869,45.45,baixa,ideal,ideal,synthetic_agronomic_soy
1,1,0,5.67,80.2,17.2,0,2,97.85,0.421,0.058,41.7,excesso,acido,baixa,synthetic_agronomic_soy
1,1,1,7.17,78.4,36.5,0,3,261.92,1.215,2.217,18.75,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,0,5.47,75.6,37.3,0,1,203.79,0.739,2.032,83.1,excesso,acido,estresse,synthetic_agronomic_soy
1,0,1,6.89,94.9,41.4,1,2,284.88,0.16,1.796,36.13,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,0,7.36,53.3,41.8,0,1,307.28,0.451,6.725,79.98,baixa,alcalino,estresse,synthetic_agronomic_soy
1,1,0,6.61,79.6,14.3,0,2,94.38,0.708,0.0,39.13,excesso,ideal,baixa,synthetic_agronomic_soy
1,0,0,5.86,84.0,31.7,0,1,186.07,1.407,1.374,73.96,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,5.36,31.9,20.2,1,2,108.3,0.696,4.021,51.46,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,5.2,18.4,15.8,0,2,82.04,0.0,6.132,56.32,critica,acido,baixa,synthetic_agronomic_soy
1,0,0,7.03,47.4,16.5,0,1,115.78,0.898,2.994,70.91,baixa,alcalino,baixa,synthetic_agronomic_soy
0,0,1,6.21,83.5,40.1,0,1,248.87,0.746,2.705,66.18,excesso,ideal,estresse,synthetic_agronomic_soy
1,0,1,4.94,38.1,32.5,1,2,160.56,0.429,4.634,70.6,critica,acido,estresse,synthetic_agronomic_soy
0,0,0,7.75,71.0,13.5,0,0,104.75,0.012,0.0,132.59,adequada,alcalino,baixa,synthetic_agronomic_soy
0,1,0,6.81,15.6,41.5,1,1,282.96,0.096,10.485,69.69,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,1,7.33,43.4,36.2,0,2,265.69,0.34,6.638,55.38,baixa,alcalino,estresse,synthetic_agronomic_soy
1,1,1,6.11,64.2,21.3,1,3,130.09,3.751,0.17,0.0,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,0,7.67,25.4,26.1,1,1,200.29,0.139,3.542,95.37,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,5.4,86.7,33.8,0,2,182.46,0.437,0.915,59.38,excesso,acido,estresse,synthetic_agronomic_soy
1,1,0,5.36,27.5,32.3,0,2,172.88,0.117,8.672,56.31,critica,acido,estresse,synthetic_agronomic_soy
0,0,0,7.47,87.8,25.9,0,0,193.44,0.302,0.176,120.68,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,1,7.48,32.3,27.4,0,3,204.61,0.615,4.822,20.47,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,0,6.3,94.5,13.3,0,1,83.73,0.552,0.0,56.24,excesso,ideal,baixa,synthetic_agronomic_soy
0,0,0,5.18,63.4,27.0,0,0,139.89,1.537,1.229,122.95,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,5.72,21.7,22.2,1,3,126.93,0.0,4.522,16.17,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,7.06,20.2,20.6,1,2,145.14,0.0,4.387,42.8,critica,alcalino,ideal,synthetic_agronomic_soy
1,0,0,7.34,21.0,20.1,1,1,147.41,0.046,5.219,75.02,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,1,5.84,62.2,31.5,0,3,183.87,3.873,3.181,16.24,adequada,acido,ideal,synthetic_agronomic_soy
1,1,0,4.98,79.8,24.9,0,2,123.98,0.658,0.153,67.43,excesso,acido,ideal,synthetic_agronomic_soy
1,0,1,6.8,47.2,24.8,0,2,168.39,2.741,2.585,40.1,baixa,ideal,ideal,synthetic_agronomic_soy
0,1,1,7.02,50.6,16.8,0,2,117.74,1.128,2.483,39.4,baixa,alcalino,baixa,synthetic_agronomic_soy
0,0,0,6.07,62.1,40.9,1,0,248.08,0.0,2.783,92.69,adequada,ideal,estresse,synthetic_agronomic_soy
1,0,1,6.55,57.6,18.7,1,2,122.59,2.19,1.512,34.48,adequada,ideal,ideal,synthetic_agronomic_soy
1,1,1,7.76,70.0,24.2,0,3,187.71,0.926,0.069,30.1,adequada,alcalino,ideal,synthetic_agronomic_soy
0,0,1,5.53,52.7,17.7,1,1,98.0,0.657,1.07,78.46,baixa,acido,baixa,synthetic_agronomic_soy
1,1,0,6.52,72.1,33.1,0,2,215.74,2.922,1.223,37.59,adequada,ideal,estresse,synthetic_agronomic_soy
1,1,0,6.63,94.8,25.1,0,2,166.38,1.337,0.244,29.82,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,1,6.45,43.0,24.4,1,3,157.38,2.587,1.762,0.0,baixa,ideal,ideal,synthetic_agronomic_soy
0,0,0,7.41,16.0,38.3,0,0,283.35,0.0,12.091,118.69,critica,alcalino,estresse,synthetic_agronomic_soy
1,0,0,6.62,25.1,34.8,1,1,230.1,0.719,6.829,63.1,critica,ideal,estresse,synthetic_agronomic_soy
1,0,1,6.32,59.3,27.6,0,2,174.51,4.317,2.283,30.27,adequada,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.17,42.5,26.1,1,1,134.69,0.686,3.409,94.94,baixa,acido,ideal,synthetic_agronomic_soy
0,1,0,6.91,90.2,40.8,0,1,281.89,0.38,2.995,68.5,excesso,alcalino,estresse,synthetic_agronomic_soy
0,0,1,5.2,65.2,40.7,0,1,211.46,0.27,2.514,97.24,adequada,acido,estresse,synthetic_agronomic_soy
0,1,1,4.88,56.6,33.1,1,2,161.73,0.327,2.264,60.7,adequada,acido,estresse,synthetic_agronomic_soy
0,0,1,6.27,78.8,34.8,1,1,218.07,1.447,2.722,59.93,excesso,ideal,estresse,synthetic_agronomic_soy
0,1,0,6.52,35.7,39.0,0,1,254.0,0.439,9.093,56.39,critica,ideal,estresse,synthetic_agronomic_soy
0,0,1,7.8,80.6,40.9,0,1,319.13,0.376,1.825,102.95,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,1,6.94,15.2,14.5,0,2,100.37,0.032,7.52,37.99,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,1,7.35,64.6,41.9,0,3,307.94,0.0,3.621,21.16,adequada,alcalino,estresse,synthetic_agronomic_soy
0,1,0,5.84,89.8,33.1,0,1,193.22,0.903,1.686,73.25,excesso,acido,estresse,synthetic_agronomic_soy
0,1,1,6.33,78.0,29.8,0,2,188.43,4.103,0.402,30.88,excesso,ideal,ideal,synthetic_agronomic_soy
1,1,1,7.72,83.3,24.4,0,3,188.4,0.599,0.881,25.45,excesso,alcalino,ideal,synthetic_agronomic_soy
0,1,1,6.05,46.8,22.1,1,2,133.7,2.171,1.525,38.87,baixa,ideal,ideal,synthetic_agronomic_soy
0,0,1,7.22,80.9,36.1,0,1,260.9,0.759,1.769,80.8,excesso,alcalino,estresse,synthetic_agronomic_soy
1,1,0,6.38,59.1,31.6,0,2,201.75,3.939,3.288,30.29,adequada,ideal,ideal,synthetic_agronomic_soy
0,1,1,5.47,64.5,18.0,0,2,98.61,1.065,0.441,60.0,adequada,acido,baixa,synthetic_agronomic_soy
1,0,0,6.54,19.7,30.3,1,1,198.18,0.289,6.434,60.82,critica,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.45,31.1,16.2,0,1,88.55,0.484,4.997,79.4,critica,acido,baixa,synthetic_agronomic_soy
0,1,0,4.81,59.1,26.9,1,1,129.39,0.209,1.389,113.53,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,5.51,19.7,29.5,1,0,162.5,0.0,5.54,119.23,critica,acido,ideal,synthetic_agronomic_soy
0,0,1,5.38,74.3,31.1,0,1,167.14,1.381,0.778,89.89,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,5.91,82.2,16.4,0,0,96.72,0.801,0.0,99.65,excesso,acido,baixa,synthetic_agronomic_soy
1,1,0,7.47,88.6,14.9,0,2,111.0,0.296,0.235,59.41,excesso,alcalino,baixa,synthetic_agronomic_soy
0,1,0,5.96,23.1,19.8,1,1,117.85,0.437,4.542,58.81,critica,acido,ideal,synthetic_agronomic_soy
1,1,0,7.34,90.2,30.2,0,2,221.61,0.419,1.02,60.06,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,0,6.47,20.4,40.0,0,1,258.35,0.146,12.63,62.49,critica,ideal,estresse,synthetic_agronomic_soy
1,0,1,4.82,52.9,35.4,0,2,170.6,0.0,4.165,68.12,baixa,acido,estresse,synthetic_agronomic_soy
1,0,1,5.37,82.2,34.4,0,2,184.44,1.114,1.806,59.23,excesso,acido,estresse,synthetic_agronomic_soy
1,1,0,7.59,20.6,21.9,0,2,166.36,0.383,5.899,62.13,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,6.61,16.5,15.4,0,2,101.51,0.0,6.623,28.48,critica,ideal,baixa,synthetic_agronomic_soy
1,0,1,7.59,17.0,38.8,0,2,294.12,0.0,12.784,59.8,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,0,5.73,55.9,27.0,0,2,154.87,2.942,1.779,47.29,adequada,acido,ideal,synthetic_agronomic_soy
1,1,1,6.95,79.9,15.0,1,3,104.35,1.057,0.0,11.42,excesso,alcalino,baixa,synthetic_agronomic_soy
1,0,1,7.12,25.2,28.0,0,2,199.6,0.406,7.142,45.52,critica,alcalino,ideal,synthetic_agronomic_soy
0,0,1,7.73,25.0,32.3,1,1,249.29,0.557,6.381,100.32,critica,alcalino,estresse,synthetic_agronomic_soy
1,1,1,4.85,60.5,21.6,1,3,104.84,0.599,0.816,34.88,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,7.66,33.7,12.3,0,0,94.01,0.558,3.864,136.12,critica,alcalino,baixa,synthetic_agronomic_soy
1,1,1,5.97,73.4,30.6,0,3,183.12,3.463,1.234,6.09,adequada,acido,ideal,synthetic_agronomic_soy
0,1,0,7.31,91.0,13.2,0,1,96.57,0.0,0.0,85.47,excesso,alcalino,baixa,synthetic_agronomic_soy
0,1,0,6.43,76.3,25.0,0,1,160.75,3.015,0.0,52.42,excesso,ideal,ideal,synthetic_agronomic_soy
0,1,0,6.49,85.2,36.7,0,1,238.61,1.057,1.917,62.21,excesso,ideal,estresse,synthetic_agronomic_soy
0,1,1,5.88,56.6,42.0,0,2,246.68,0.109,5.963,36.0,adequada,acido,estresse,synthetic_agronomic_soy
0,1,1,7.29,81.6,23.1,0,2,168.36,1.865,0.0,52.46,excesso,alcalino,ideal,synthetic_agronomic_soy
1,1,0,5.59,29.6,12.6,0,2,70.48,0.249,4.713,54.91,critica,acido,baixa,synthetic_agronomic_soy
1,1,0,6.28,20.5,26.8,1,2,168.14,0.294,4.667,31.47,critica,ideal,ideal,synthetic_agronomic_soy
1,1,1,6.48,67.5,20.3,0,3,131.48,3.609,0.203,0.0,adequada,ideal,ideal,synthetic_agronomic_soy
0,0,1,7.03,19.2,38.8,1,1,272.55,0.0,9.151,79.55,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,0,6.21,86.4,33.3,0,1,207.24,1.516,1.363,63.35,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,1,6.84,70.3,24.1,0,3,165.07,4.284,0.0,9.27,adequada,alcalino,ideal,synthetic_agronomic_soy
0,1,1,6.26,91.2,34.9,0,2,218.09,1.167,1.841,26.91,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,0,6.78,40.1,22.2,1,2,150.72,1.705,3.09,29.78,baixa,ideal,ideal,synthetic_agronomic_soy
0,0,0,6.82,53.9,27.7,0,0,188.66,2.232,2.922,109.62,baixa,alcalino,ideal,synthetic_agronomic_soy
0,0,1,6.93,74.3,39.7,0,1,274.94,0.928,2.126,68.98,adequada,alcalino,estresse,synthetic_agronomic_soy
1,1,0,7.27,34.4,18.0,1,2,130.89,0.347,3.509,45.65,critica,alcalino,baixa,synthetic_agronomic_soy
0,1,1,6.42,58.3,21.4,1,2,137.38,3.71,1.596,30.15,adequada,ideal,ideal,synthetic_agronomic_soy
1,1,0,5.38,67.8,38.6,0,2,207.49,0.23,3.146,49.43,adequada,acido,estresse,synthetic_agronomic_soy
0,1,0,6.84,93.3,25.9,0,1,176.83,0.891,0.0,71.66,excesso,alcalino,ideal,synthetic_agronomic_soy
0,0,1,5.03,74.6,21.5,1,1,108.36,0.474,0.106,103.81,adequada,acido,ideal,synthetic_agronomic_soy
1,0,0,5.46,24.5,13.1,1,1,71.59,0.383,4.653,79.0,critica,acido,baixa,synthetic_agronomic_soy
1,0,0,7.18,53.0,24.6,1,1,176.32,1.714,1.348,77.8,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,1,6.11,62.1,27.0,0,2,164.95,4.596,2.551,37.82,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,0,6.29,26.7,24.2,1,1,152.25,0.366,3.022,53.09,critica,ideal,ideal,synthetic_agronomic_soy
0,1,0,7.76,49.6,20.3,0,1,157.76,0.37,2.512,92.31,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,1,5.51,37.7,23.1,0,2,127.03,0.351,4.163,50.67,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,4.86,24.5,31.3,1,2,151.95,0.0,6.08,77.88,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,5.13,56.0,38.7,0,3,198.89,0.299,5.183,23.59,adequada,acido,estresse,synthetic_agronomic_soy
1,0,0,5.53,28.3,31.5,0,1,174.25,0.168,7.117,80.58,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,6.98,62.2,31.4,0,3,219.0,3.435,2.098,25.11,adequada,alcalino,ideal,synthetic_agronomic_soy
0,1,1,7.13,28.6,36.5,1,2,260.2,0.239,7.298,50.89,critica,alcalino,estresse,synthetic_agronomic_soy
1,0,0,6.5,72.9,17.0,0,1,110.14,1.73,0.0,50.42,adequada,ideal,baixa,synthetic_agronomic_soy
0,1,1,5.57,30.6,21.0,0,2,117.05,0.738,5.088,48.54,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,6.37,86.7,13.5,0,3,86.04,0.46,0.0,3.69,excesso,ideal,baixa,synthetic_agronomic_soy
0,1,1,4.84,17.1,22.5,1,2,108.96,0.048,4.982,75.67,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,6.85,56.8,42.0,0,2,287.27,0.551,6.104,46.54,adequada,alcalino,estresse,synthetic_agronomic_soy
1,0,0,6.64,40.6,21.9,0,1,145.34,1.177,5.019,66.09,baixa,ideal,ideal,synthetic_agronomic_soy
1,0,1,4.87,33.0,37.8,1,2,183.88,0.224,7.391,71.48,critica,acido,estresse,synthetic_agronomic_soy
0,0,1,7.25,52.7,14.6,0,1,105.67,0.475,1.592,75.04,baixa,alcalino,baixa,synthetic_agronomic_soy
0,1,1,7.09,82.4,25.8,0,2,182.87,2.264,1.007,42.48,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,0,5.72,88.2,22.5,0,1,129.06,0.79,0.0,69.77,excesso,acido,ideal,synthetic_agronomic_soy
1,1,1,6.71,39.3,18.0,1,3,121.03,0.958,2.589,11.89,critica,ideal,baixa,synthetic_agronomic_soy
0,1,1,6.6,27.3,23.2,0,2,153.06,0.0,5.189,35.2,critica,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.23,72.6,31.5,1,1,164.93,1.036,0.753,91.65,adequada,acido,ideal,synthetic_agronomic_soy
0,1,1,5.38,61.6,26.7,0,2,143.69,1.766,1.505,62.24,adequada,acido,ideal,synthetic_agronomic_soy
1,0,0,6.85,31.1,37.3,1,1,255.7,0.262,6.899,72.18,critica,alcalino,estresse,synthetic_agronomic_soy
0,1,1,7.6,75.8,39.1,0,2,297.55,0.08,3.061,64.91,excesso,alcalino,estresse,synthetic_agronomic_soy
1,0,0,6.53,56.5,26.5,1,1,172.73,3.651,1.291,63.65,adequada,ideal,ideal,synthetic_agronomic_soy
1,1,0,6.5,67.3,41.5,0,2,269.58,0.593,3.467,34.96,adequada,ideal,estresse,synthetic_agronomic_soy
0,0,0,6.74,43.7,14.2,1,0,95.44,0.282,3.071,90.35,baixa,ideal,baixa,synthetic_agronomic_soy
1,0,0,6.12,50.1,20.3,1,1,124.21,1.707,2.176,69.22,baixa,ideal,ideal,synthetic_agronomic_soy
0,1,0,4.96,29.4,24.5,1,1,121.59,0.0,3.584,101.49,critica,acido,ideal,synthetic_agronomic_soy
0,0,1,5.99,75.5,29.5,0,1,176.58,3.211,0.996,66.27,excesso,acido,ideal,synthetic_agronomic_soy
1,0,0,7.5,27.6,28.4,0,1,212.86,0.35,7.167,92.45,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,0,7.21,77.3,29.0,0,2,209.51,2.039,0.173,55.62,excesso,alcalino,ideal,synthetic_agronomic_soy
1,0,1,7.58,78.8,38.9,1,2,294.86,0.03,1.44,58.25,excesso,alcalino,estresse,synthetic_agronomic_soy
1,1,1,5.26,74.7,20.3,0,3,106.89,1.056,0.0,21.37,adequada,acido,ideal,synthetic_agronomic_soy
0,0,1,6.32,16.6,36.5,1,1,230.64,0.018,8.756,54.95,critica,ideal,estresse,synthetic_agronomic_soy
0,1,0,6.55,36.9,28.7,1,1,188.37,0.907,4.341,53.65,critica,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.43,52.5,26.7,1,1,145.05,1.303,1.616,84.26,baixa,acido,ideal,synthetic_agronomic_soy
0,1,0,5.4,62.6,21.0,0,1,113.37,1.177,0.506,88.86,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,7.15,88.5,21.1,0,0,150.94,0.567,0.0,118.04,excesso,alcalino,ideal,synthetic_agronomic_soy
0,0,0,6.82,45.0,23.7,0,0,161.22,1.297,2.617,94.1,baixa,alcalino,ideal,synthetic_agronomic_soy
1,0,0,6.74,85.0,34.9,0,1,235.32,1.103,1.521,68.04,excesso,ideal,estresse,synthetic_agronomic_soy
1,0,1,5.6,28.1,26.3,1,2,147.32,0.36,3.288,48.89,critica,acido,ideal,synthetic_agronomic_soy
1,0,1,6.32,44.7,16.6,1,2,105.01,0.939,2.052,30.03,baixa,ideal,baixa,synthetic_agronomic_soy
0,1,0,4.87,19.2,34.8,1,1,169.43,0.076,7.343,94.27,critica,acido,estresse,synthetic_agronomic_soy
0,1,0,5.19,74.4,31.9,0,1,165.56,0.866,1.177,87.25,adequada,acido,ideal,synthetic_agronomic_soy
0,0,0,6.35,27.1,40.5,0,0,257.22,0.225,11.942,94.61,critica,ideal,estresse,synthetic_agronomic_soy
1,0,0,5.73,35.6,27.9,1,1,159.74,0.005,3.223,81.18,critica,acido,ideal,synthetic_agronomic_soy
0,1,0,7.7,77.0,31.6,0,1,243.48,0.637,1.599,96.32,excesso,alcalino,ideal,synthetic_agronomic_soy
0,0,1,6.21,57.8,26.4,1,1,163.94,3.619,2.017,63.88,adequada,ideal,ideal,synthetic_agronomic_soy
1,1,1,5.05,16.1,32.4,1,3,163.76,0.056,7.737,33.4,critica,acido,estresse,synthetic_agronomic_soy
1,0,1,4.85,15.2,25.1,0,2,121.74,0.0,6.753,65.97,critica,acido,ideal,synthetic_agronomic_soy
1,1,0,6.98,55.9,16.1,1,2,112.56,1.111,1.799,40.93,adequada,alcalino,baixa,synthetic_agronomic_soy
0,0,1,5.31,39.4,41.6,1,1,221.09,0.251,7.154,85.49,critica,acido,estresse,synthetic_agronomic_soy
1,1,1,5.36,29.4,33.6,0,3,180.27,0.0,8.61,23.65,critica,acido,estresse,synthetic_agronomic_soy
1,1,1,6.07,64.1,30.3,0,3,183.71,4.833,1.859,1.48,adequada,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.59,33.3,26.4,1,1,147.87,0.157,3.275,76.91,critica,acido,ideal,synthetic_agronomic_soy
0,1,1,6.65,62.4,33.3,0,2,221.72,3.383,3.2,37.02,adequada,ideal,estresse,synthetic_agronomic_soy
0,1,0,6.26,45.3,15.8,0,1,98.88,0.518,4.003,58.52,baixa,ideal,baixa,synthetic_agronomic_soy
0,0,1,5.13,29.9,21.8,0,1,111.84,0.0,4.671,85.22,critica,acido,ideal,synthetic_agronomic_soy
0,0,0,7.15,26.0,15.7,0,0,112.61,0.0,5.283,107.75,critica,alcalino,baixa,synthetic_agronomic_soy
0,0,0,6.08,33.9,15.8,0,0,95.91,0.161,4.371,97.69,critica,ideal,baixa,synthetic_agronomic_soy
0,1,1,6.63,17.4,12.6,0,2,83.84,0.0,5.726,34.63,critica,ideal,baixa,synthetic_agronomic_soy
1,1,0,4.81,39.7,34.7,0,2,166.86,0.0,6.513,60.84,critica,acido,estresse,synthetic_agronomic_soy
0,0,0,6.68,87.2,18.8,0,0,125.7,0.757,0.122,98.65,excesso,ideal,ideal,synthetic_agronomic_soy
0,0,1,5.65,81.5,37.0,0,1,208.77,0.888,2.115,77.31,excesso,acido,estresse,synthetic_agronomic_soy
0,0,0,6.28,44.8,39.1,1,0,245.88,0.472,5.524,89.67,baixa,ideal,estresse,synthetic_agronomic_soy
1,1,0,5.69,61.1,17.1,0,2,97.11,0.795,1.083,51.6,adequada,acido,baixa,synthetic_agronomic_soy
1,1,1,7.79,60.4,33.3,0,3,259.1,0.799,2.992,29.93,adequada,alcalino,estresse,synthetic_agronomic_soy
1,0,1,5.49,81.3,25.8,0,2,141.76,1.815,0.0,42.05,excesso,acido,ideal,synthetic_agronomic_soy
1,1,1,7.54,33.9,39.6,0,3,298.29,0.06,9.757,33.83,critica,alcalino,estresse,synthetic_agronomic_soy
1,0,1,7.55,38.7,26.5,1,2,200.42,0.662,3.334,46.96,critica,alcalino,ideal,synthetic_agronomic_soy
1,1,1,6.06,39.1,23.4,1,3,141.67,1.544,2.425,5.75,critica,ideal,ideal,synthetic_agronomic_soy
1,0,0,5.71,18.3,20.8,0,1,119.02,0.0,6.374,83.12,critica,acido,ideal,synthetic_agronomic_soy
0,1,0,5.94,40.2,39.1,1,1,232.43,0.144,5.918,66.22,baixa,acido,estresse,synthetic_agronomic_soy
0,0,1,7.77,85.2,18.8,0,1,145.93,0.413,0.261,93.85,excesso,alcalino,ideal,synthetic_agronomic_soy
0,0,0,6.66,88.0,36.8,0,0,245.16,0.67,2.112,91.63,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,0,6.43,23.8,17.8,0,2,114.7,0.008,5.705,27.99,critica,ideal,baixa,synthetic_agronomic_soy
1,0,0,4.91,51.6,31.3,1,1,153.62,0.605,3.007,96.47,baixa,acido,ideal,synthetic_agronomic_soy
1,1,0,7.34,45.5,25.5,0,2,187.49,0.942,3.077,49.35,baixa,alcalino,ideal,synthetic_agronomic_soy
0,1,1,5.05,54.1,15.1,1,2,76.47,0.207,1.557,68.44,baixa,acido,baixa,synthetic_agronomic_soy
1,0,0,4.94,59.4,15.8,1,1,77.96,0.0,1.293,97.12,adequada,acido,baixa,synthetic_agronomic_soy
0,0,1,5.62,16.6,20.4,0,1,115.0,0.0,6.454,81.78,critica,acido,ideal,synthetic_agronomic_soy
1,1,1,6.23,82.4,35.0,0,3,217.96,1.509,1.842,0.0,excesso,ideal,estresse,synthetic_agronomic_soy
1,1,1,7.49,92.9,33.9,0,3,253.53,0.265,1.455,30.81,excesso,alcalino,estresse,synthetic_agronomic_soy
